name,countries,categories,currency,denominations,discount,expiry,url
"Virgin Experience Days","GB","travel-and-leisure","GBP","10; 25; 50; 100; 250; 500; 1000; 2000","20","12 months after load","https://assets.tillo.io/images/brands/vouchers/330x214/virgin-experience-days.jpg"
"Video Buster Germany","DE","gaming","EUR","15; 25","14","30 months","https://assets.tillo.io/images/brands/vouchers/330x214/video-buster-de.jpg"
"Ernsting's family Germany","DE","baby; fashion; jewellery; toys","EUR","10; 15; 20; 25; 44; 50","7","5 years","https://assets.tillo.io/images/brands/vouchers/330x214/ernstings-family-de.jpg"
"Sizzling Pubs","GB","food-and-drink","GBP","10; 25; 50; 100; 250","12","2 years from last load.","https://assets.tillo.io/images/brands/vouchers/330x214/sizzling-pubs.jpg"
"Sony Playstation UK","GB","gaming","GBP","10; 20; 40; 50; 70; 100; 120; 150; 200","7","12 Months","https://assets.tillo.io/images/brands/vouchers/330x214/sony-psn-uk.jpg"
"Conad Italy","IT","supermarket","EUR","30; 50; 100; 150","0.5","12 months","https://assets.tillo.io/images/brands/vouchers/330x214/conad-it.jpg"
"nextbike Germany","DE","cars","EUR","10; 15; 20; 25","34","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/nextbike-de.jpg"
"Turtle Bay Restaurants","GB","food-and-drink","GBP","10; 25; 50; 100; 250","10","Expires 12 months from the date of order","https://assets.tillo.io/images/brands/vouchers/330x214/turtle-bay.jpg"
"The Restaurant Card","GB","food-and-drink","GBP","10; 25; 50; 100; 250","12","24 months for last date of use","https://assets.tillo.io/images/brands/vouchers/330x214/the-restaurant-card.jpg"
"The National Garden Centre","GB","craft; home; other","GBP","10; 25; 50; 100; 250","9","Expires 30 months after the date of purchase","https://assets.tillo.io/images/brands/vouchers/330x214/the-national-garden-centre.jpg"
"Waterstones","GB","books","GBP","10; 25","6","Expires 24 months from purchase","https://assets.tillo.io/images/brands/vouchers/330x214/waterstones.jpg"
"lastminute.com France Travel Gift Card","FR","","EUR","10; 25; 50; 100; 250; 500; 1000; 2000; 3000; 4000","2.35","12 months from activation/request","https://assets.tillo.io/images/brands/vouchers/330x214/last-minute-fr.jpg"
"Azteco Bitcoin Voucher - On-chain EUR","IE; AT; BE; CY; CZ; DK; EE; FI; FR; DE; GR; HU; IT; LV; LT; LU; MT; NL; PL; PT; RO; SK; SI; ES; SE","cryptocurrency","EUR","25; 50; 100; 250; 500","7","30 Days","https://assets.tillo.io/images/brands/vouchers/330x214/azteco-bitcoin-voucher-on-chain-eur.jpg"
"Flixbus Spain","ES","travel-and-leisure","EUR","10; 25; 50; 100","6","9 Months","https://assets.tillo.io/images/brands/vouchers/330x214/flixbus-es.jpg"
"Ecoswap UK","GB","other","GBP","10; 25; 50; 100","4","1 year","https://assets.tillo.io/images/brands/vouchers/330x214/ecoswap-uk.jpg"
"Waitrose & Partners","GB","supermarket","GBP","10; 25; 50; 100; 250; 500; 1000; 2000","3","2 years from last activation","https://assets.tillo.io/images/brands/vouchers/330x214/waitrose.jpg"
"Penny. Italy","IT","supermarket","EUR","25; 50; 100","2","1 year","https://assets.tillo.io/images/brands/vouchers/330x214/penny-it.jpg"
"Waipu.tv Perfect Plus Germany","DE","gaming","EUR","80; 150","7","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/waipu-tv-perfect-plus-de.jpg"
"Spabreaks.com","GB","travel-and-leisure","GBP","10; 25; 50; 100; 250; 500; 1000","10","All gift vouchers are valid for 12 months from date of purchase. Gift cards can be redeemed for their monetary value against any spa package on Spabreaks.com. 
                        Gift vouchers can not be used directly at the Spas or hotels.","https://assets.tillo.io/images/brands/vouchers/330x214/spa-breaks.jpg"
"Eataly Italy","IT","food-and-drink","EUR","10; 25; 50; 100; 150","4","24 months","https://assets.tillo.io/images/brands/vouchers/330x214/eataly-it.jpg"
"misterspex Germany","DE","fashion; jewellery","EUR","10; 15; 20; 25; 50; 100","13","33 months","https://assets.tillo.io/images/brands/vouchers/330x214/misterspex-de.jpg"
"Intimissimi France","FR","fashion","EUR","30; 50; 70; 100","5.5","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/intimissimi-fr.jpg"
"Adler Germany","DE","fashion; jewellery","EUR","15; 25; 50","9","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/adler-de.jpg"
"Dots.eco - Restore Kelp Forests UK","GB","charity","GBP","10; 25; 50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","38","N/A","https://assets.tillo.io/images/brands/vouchers/330x214/dotseco-resore-kelp-forests-uk.jpg"
"TheFork Italy","IT","food-and-drink","EUR","25; 50; 100","4.5","18 Months","https://assets.tillo.io/images/brands/vouchers/330x214/thefork-it.jpg"
"Grand Vision Italy","IT","other","EUR","25; 50; 100; 150; 200","5","1 year","https://assets.tillo.io/images/brands/vouchers/330x214/grand-vision-italy-it.jpg"
"Conrad Germany","DE","electronics","EUR","10; 15; 20; 25; 30; 35; 40; 44; 45; 50; 60; 70; 80; 90; 100; 150; 200; 250; 300; 350; 400; 450; 500","6","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/conrad-de.jpg"
"Grillfürst Germany","DE","food-and-drink; home","EUR","25; 50; 60; 100; 200; 500","5","30 months","https://assets.tillo.io/images/brands/vouchers/330x214/grillfurst-de.jpg"
"Tezenis Belgium","BE","fashion","EUR","20; 30; 50; 100","5.5","3 Years","https://assets.tillo.io/images/brands/vouchers/330x214/tezenis-be.jpg"
"Prenatal Spain","ES","baby","EUR","25; 50","6","2 years","https://assets.tillo.io/images/brands/vouchers/330x214/prenatal-es.jpg"
"quirion Germany","DE","other","EUR","15; 25; 50; 75; 100; 150","7","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/quirion-de.jpg"
"Mango Italy","IT","fashion","EUR","25","9","12 months","https://assets.tillo.io/images/brands/vouchers/330x214/mango-it.jpg"
"Naked Wines","GB","food-and-drink","GBP","25; 50; 100; 250; 500","13.5","12 months from activation","https://assets.tillo.io/images/brands/vouchers/330x214/naked-wines.jpg"
"Q8 Italy","IT","cars; other","EUR","10; 25; 50; 100","0.5","12 months","https://assets.tillo.io/images/brands/vouchers/330x214/q8-it.jpg"
"IKEA Portugal","PT","","EUR","10; 20; 50; 100","4","12 Months","https://assets.tillo.io/images/brands/vouchers/330x214/ikea-pt.jpg"
"Rossmann Germany","DE","beauty","EUR","10; 15; 20; 25; 30; 35; 40; 44; 45; 50; 60; 70; 80; 90; 100","9","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/rossmann-de.jpg"
"Rituals Spain","ES","beauty; home","EUR","10; 25; 50; 100","10","No expiry","https://assets.tillo.io/images/brands/vouchers/330x214/rituals-es.jpg"
"Waipu.tv Comfort Germany","DE","gaming","EUR","45; 85","7","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/waipu-tv-comfort-de.jpg"
"AirlineGift IE","IE","travel-and-leisure","EUR","50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","7.5","60 months from activation or last use","https://assets.tillo.io/images/brands/vouchers/330x214/airlinegift-ie.jpg"
"Xbox","GB","gaming","GBP","10; 15; 20; 25; 30; 35; 40; 45; 50","9.5","Non-promotional balances don't expire. Any promotional balance in your account is subject to expiration as set forth in the terms of the promotion.","https://assets.tillo.io/images/brands/vouchers/330x214/xbox.jpg"
"SuperLahjakortti Finland","FI","baby; beauty; books; cars; charity; cycling; department-store; fashion; electronics; food-and-drink; home; jewellery; music; other; sports; toys; travel-and-leisure; tv-and-movies","EUR","10; 25; 50; 100; 250; 500; 1000","4","3 years from activation","https://assets.tillo.io/images/brands/vouchers/330x214/super-lahjakortti-fi.jpg"
"EsserBella Profumerie Italy","IT","beauty","EUR","25; 50; 100","6.5","24 months","https://assets.tillo.io/images/brands/vouchers/330x214/esserbella-profumerie-it.jpg"
"Douglas Italy","IT","beauty","EUR","10; 25; 50; 100","8","6 months","https://assets.tillo.io/images/brands/vouchers/330x214/douglas-it.jpg"
"MAXI DI Italy","IT","supermarket","EUR","10; 25; 50; 100","1","1 year","https://assets.tillo.io/images/brands/vouchers/330x214/maxi-di-it.jpg"
"eSimChoice UK","GB","electronics; travel-and-leisure","GBP","15; 20; 25; 30; 40; 50; 75; 100","10","12 Months","https://assets.tillo.io/images/brands/vouchers/330x214/esimchoice-uk.jpg"
"Azteco Bitcoin Voucher - Lightning GBP","GB","cryptocurrency","GBP","10; 25; 50; 100; 250; 500","7","30 days from issue","https://assets.tillo.io/images/brands/vouchers/330x214/azteco-gbp.jpg"
"Sainsburys Cashback","GB","supermarket","GBP","10; 25; 50; 100; 250; 500","3.25","24 Months after last use","https://assets.tillo.io/images/brands/vouchers/330x214/sainsburys-cashback-uk.jpg"
"SuperValu Ireland","IE","supermarket","EUR","25; 50","4","5 years.","https://assets.tillo.io/images/brands/vouchers/330x214/supervalu-ie.jpg"
"FlixBus Germany","DE","travel-and-leisure","EUR","10; 15; 25; 40","6.5","9 Months","https://assets.tillo.io/images/brands/vouchers/330x214/flixbus-de.jpg"
"Wayfair UK","GB","home","GBP","25; 50; 100; 250; 500","8","No expiry","https://assets.tillo.io/images/brands/vouchers/330x214/wayfair.jpg"
"Virgin Gift Card","GB","travel-and-leisure","GBP","10; 25; 50; 100; 250; 500; 1000; 2000; 3000; 4000","4","24 months after load","https://assets.tillo.io/images/brands/vouchers/330x214/virgin-gift-card.jpg"
"lastminute.com Hotel Gift Card UK","GB","travel-and-leisure","GBP","10; 25; 50; 100; 250; 500; 1000; 2000; 3000; 4000","5.5","12 months from activation","https://assets.tillo.io/images/brands/vouchers/330x214/hotel-gift-card-uk.jpg"
"AirlineGift EU","AT; BE; FI; FR; IT; NL; ES","travel-and-leisure","EUR","50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","7.5","12 months from activation or last use","https://assets.tillo.io/images/brands/vouchers/330x214/airlinegift-eu.jpg"
"National Book Tokens","GB","books","GBP","10; 25; 50; 100; 250","10","8 years from last use","https://assets.tillo.io/images/brands/vouchers/330x214/national-book-tokens.jpg"
"Merlin Gift Card","GB","travel-and-leisure","GBP","10; 25; 50; 100; 250; 500; 1000","5","12 Months","https://assets.tillo.io/images/brands/vouchers/330x214/merlin-gift-card.jpg"
"Tezenis Germany","DE","fashion","EUR","20; 30; 50; 100","5.5","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/tezenis-de.jpg"
"Media Markt Netherlands","NL","electronics; home","EUR","10; 25; 50; 100","0.5","2 years","https://assets.tillo.io/images/brands/vouchers/330x214/media-markt-nl.jpg"
"Apollo-Optik Germany","DE","beauty; fashion; jewellery","EUR","10; 15; 25; 50; 100; 150","10","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/apollo-optik-de.jpg"
"Lees! Cadeaukaart Europe","NL","books","EUR","10; 25; 50","10","2 years","https://assets.tillo.io/images/brands/vouchers/330x214/lees-cadeaukaart-eur.jpg"
"Lastminute.com Ireland Holiday Gift Card - Flight + Hotel Packages","IE","travel-and-leisure","EUR","10; 25; 50; 100; 250; 500; 1000; 2000","5.5","60 months from activation","https://assets.tillo.io/images/brands/vouchers/330x214/last-minute-holiday-gift-ie.jpg"
"HelloFresh","GB","food-and-drink","GBP","15; 25; 30; 45; 55","10","12 months from activation or last use","https://assets.tillo.io/images/brands/vouchers/330x214/hello-fresh.jpg"
"Sauna & Wellness Cadeaukaart Europe","NL","beauty","EUR","10; 25; 50; 100","7","2 Years","https://assets.tillo.io/images/brands/vouchers/330x214/sauna-wellness-cadeaukaart-eur.jpg"
"Swarovski","GB","home; jewellery","GBP","25; 50; 100; 250","18","No expiry","https://assets.tillo.io/images/brands/vouchers/330x214/swarovski.jpg"
"Tezenis Spain","ES","fashion","EUR","20; 30; 50; 100","5.5","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/tezenis-es.jpg"
"Lieferando","DE","food-and-drink","EUR","10; 25; 50; 100","5.5","Geschenkkarten sind ab dem Kaufdatum mindestens 1 year Monate lang gültig.","https://assets.tillo.io/images/brands/vouchers/330x214/just-eat-de.jpg"
"Global Hotel Card","GB","travel-and-leisure","GBP","50; 100; 250; 500; 1000","10","No expiry","https://assets.tillo.io/images/brands/vouchers/330x214/global-hotel-card.jpg"
"Media Markt Portugal","PT","electronics; home","EUR","10; 25; 50; 100; 250","2","No expiry","https://assets.tillo.io/images/brands/vouchers/330x214/media-markt-pt.jpg"
"Paprcuts Germany","DE","fashion; jewellery","EUR","10; 25; 50","7","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/paprcuts-de.jpg"
"Zizzi","GB","food-and-drink","GBP","10; 25; 50; 100","9","12 months from initial load","https://assets.tillo.io/images/brands/vouchers/330x214/zizzi.jpg"
"myMuesli Germany","DE","food-and-drink","EUR","10; 15; 25; 44; 50","8","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/mymuesli-de.jpg"
"lastminute.com Spain Travel Gift Card","ES","","EUR","10; 25; 50; 100; 250; 500; 1000; 2000; 3000; 4000","2.35","12 months from activation/request","https://assets.tillo.io/images/brands/vouchers/330x214/last-minute-es.jpg"
"YOVITE Germany","DE","food-and-drink","EUR","20; 30; 50","9","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/yovite-de.jpg"
"lastminute.com Hotel Gift Card Spain","ES","travel-and-leisure","EUR","10; 25; 50; 100; 250; 500; 1000; 2000; 3000; 4000","5.5","12 months from the activation date","https://assets.tillo.io/images/brands/vouchers/330x214/hotel-gift-card-es.jpg"
"POCO Germany","DE","home","EUR","10; 20; 50","9","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/poco-de.jpg"
"QC Terme Italy","IT","travel-and-leisure","EUR","59; 64; 72; 126; 170; 220; 340","9","6 months","https://assets.tillo.io/images/brands/vouchers/330x214/qc-terme-it.jpg"
"Nintendo eShop UK","GB","gaming","GBP","15; 25; 50; 75; 100","9.5","No expiry","https://assets.tillo.io/images/brands/vouchers/330x214/nintendo-eshop-uk.jpg"
"koffer.de Germany","DE","craft; travel-and-leisure","EUR","50","7","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/koffer-de.jpg"
"HotelsGift EU","AT; BE; FI; FR; IT; NL; ES","travel-and-leisure","EUR","50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","7.5","12 months from activation or last use","https://assets.tillo.io/images/brands/vouchers/330x214/hotelsgift-eu.jpg"
"John Lewis & Partners","GB","department-store","GBP","10; 25; 50; 100; 250; 500; 1000; 2000","4","2 years from last activation","https://assets.tillo.io/images/brands/vouchers/330x214/jlp.jpg"
"walzvital Germany","DE","beauty","EUR","25; 50","7","5 years","https://assets.tillo.io/images/brands/vouchers/330x214/walzvital-de.jpg"
"ToursGift DE","DE","travel-and-leisure","EUR","50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","7.5","3 years from activation or last use","https://assets.tillo.io/images/brands/vouchers/330x214/toursgift-de.jpg"
"Salute Semplice Italy","IT","other","EUR","10; 25; 50; 75; 100; 200","11","1 year","https://assets.tillo.io/images/brands/vouchers/330x214/salute-semplice-it.jpg"
"Bonmarché","GB","fashion","GBP","10; 25; 50; 100; 250","10","24 Months after last use (activation or redemption)","https://assets.tillo.io/images/brands/vouchers/330x214/bonmarche.jpg"
"eLearnGift IE","IE","","EUR","50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","7.5","60 months from activation or last use","https://assets.tillo.io/images/brands/vouchers/330x214/elearngift-ie.jpg"
"Media Markt Germany","DE","electronics; home","EUR","10; 25; 50; 100; 150","2.5","5 years","https://assets.tillo.io/images/brands/vouchers/330x214/media-markt-de.jpg"
"OTTO Germany","DE","baby; beauty; fashion; electronics; home; jewellery; sports; toys","EUR","10; 15; 20; 25; 44; 50; 100; 250; 500","4","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/otto-de.jpg"
"Ray-Ban Italy","IT","fashion","EUR","50; 100; 150","5","1 year","https://assets.tillo.io/images/brands/vouchers/330x214/ray-ban-it.jpg"
"lastminute.com Flight Gift Card France","FR","travel-and-leisure","EUR","10; 25; 50; 100; 250; 500; 1000; 2000","2","12 months from activation","https://assets.tillo.io/images/brands/vouchers/330x214/flight-gift-card-fr.jpg"
"Tamoil Italy","IT","cars; other","EUR","10; 25","1","6 months","https://assets.tillo.io/images/brands/vouchers/330x214/tamoil-it.jpg"
"YouChoose Experiences Digital","GB","travel-and-leisure","GBP","10; 25; 50; 100; 250","6","12 months from issuance","https://assets.tillo.io/images/brands/vouchers/330x214/youchoose-experiences-digital.jpg"
"Unicomm Italy","IT","department-store","EUR","25; 50; 100","1.5","1 year","https://assets.tillo.io/images/brands/vouchers/330x214/unicomm-it.jpg"
"Lastminute.com Spain Holiday Gift Card - Flight + Hotel Packages","ES","travel-and-leisure","EUR","10; 25; 50; 100; 250; 500; 1000; 2000","5.5","12 months from activation","https://assets.tillo.io/images/brands/vouchers/330x214/last-minute-holiday-gift-es.jpg"
"MD Italy","IT","home","EUR","10; 25; 50; 100","0.5","12 Months","https://assets.tillo.io/images/brands/vouchers/330x214/md-it.jpg"
"Shoepassion Germany","DE","fashion; jewellery","EUR","25; 50; 100","9","1 year","https://assets.tillo.io/images/brands/vouchers/330x214/shoepassion-de.jpg"
"Tezenis","IT","fashion","EUR","20; 30; 50; 100","4","36 months from purchase","https://assets.tillo.io/images/brands/vouchers/330x214/tezenis.jpg"
"Healthy Minds Club","GB","other","GBP","10; 25; 50; 100; 250; 500","7","18 Months","https://assets.tillo.io/images/brands/vouchers/330x214/healthy-minds-club.jpg"
"C&A Germany","DE","fashion; jewellery","EUR","10; 15; 20; 25; 44; 50; 100","4","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/c-and-a-de.jpg"
"Sephora Germany","DE","beauty","EUR","25; 50; 100","5","3 Years","https://assets.tillo.io/images/brands/vouchers/330x214/sephora-de.jpg"
"Diner Cadeau Europe","NL","food-and-drink","EUR","10; 25; 50; 100","17","2 Years","https://assets.tillo.io/images/brands/vouchers/330x214/diner-cadeau-eur.jpg"
"Nintendo eShop Digital Code Belgium","BE","gaming","EUR","15; 25; 50; 75; 100","9","No Expiry","https://assets.tillo.io/images/brands/vouchers/330x214/nintendo-eshop-be.jpg"
"Every Foods Germany","DE","food-and-drink; sports","EUR","25; 50; 75; 100","14","1 year","https://assets.tillo.io/images/brands/vouchers/330x214/every-foods-de.jpg"
"Breuninger Germany","DE","fashion; jewellery","EUR","10; 20; 50; 100; 250","5","4 years","https://assets.tillo.io/images/brands/vouchers/330x214/breuninger-de.jpg"
"Falconeri France","FR","fashion","EUR","75; 100; 150; 250","5.5","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/falconeri-fr.jpg"
"CHRIST Germany","DE","fashion; jewellery","EUR","10; 15; 20; 25; 44; 50; 100","14","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/christ-de.jpg"
"Circle K No Fuel Lithuania","LT","food-and-drink; supermarket","EUR","25; 50; 100; 250; 500; 1000","5","24 Months","https://assets.tillo.io/images/brands/vouchers/330x214/circle-k-no-fuel-lithuania.jpg"
"Sephora Portugal","PT","beauty","EUR","25; 50; 100","5","12 Months","https://assets.tillo.io/images/brands/vouchers/330x214/sephora-pt.jpg"
"FlystayGift DE","DE","travel-and-leisure","EUR","50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","7.5","3 years from activation or last use","https://assets.tillo.io/images/brands/vouchers/330x214/flystaygift-de.jpg"
"Tannico.it Europe","IE; AT; BE; HR; CY; EE; FI; FR; DE; GR; IT; LV; LT; LU; MT; NL; PT; SK; SI; ES","food-and-drink","EUR","25; 50; 75; 100","7","12 Months","https://assets.tillo.io/images/brands/vouchers/330x214/tannico-it-eu.jpg"
"Daimani Europe","IE; AT; BE; FR; DE; ES","other","EUR","10; 25; 50; 100","2","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/daimani-eu.jpg"
"Rituals Netherlands","NL","beauty; home","EUR","10; 25; 50; 100","10","No expiry","https://assets.tillo.io/images/brands/vouchers/330x214/rituals-nl.jpg"
"TripGift DE","DE","travel-and-leisure","EUR","50; 100; 250; 500; 1000; 2000; 3000; 4000; 5000","7.5","3 years from activation or last use","https://assets.tillo.io/images/brands/vouchers/330x214/tripgift-de.jpg"
"Cyberport Germany","DE","electronics","EUR","10; 15; 20; 25; 50","3","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/cyberport-de.jpg"
"Share Now Italy","IT","cars","EUR","15; 25; 50; 100","7","This e-gift will be valid for 36 months from date of purchase. Any remaining balance will be cancelled on expiry of the validity period.","https://assets.tillo.io/images/brands/vouchers/330x214/share-now-it.jpg"
"s.Oliver Germany","DE","fashion; jewellery","EUR","10; 15; 25; 50; 100","6","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/s-oliver-de.jpg"
"Farmfoods","GB","supermarket","GBP","10; 25; 50; 100","4","12 months from activation","https://assets.tillo.io/images/brands/vouchers/330x214/farmfoods.jpg"
"Inspire TravelCard","GB","travel-and-leisure","GBP","10; 25; 50; 100; 250; 500; 1000; 2000; 3000","6","18 months from date of issue","https://assets.tillo.io/images/brands/vouchers/330x214/inspire-travel.jpg"
"Decathlon Germany","DE","sports","EUR","10; 15; 20; 25; 44; 50; 100; 200","5","4 years","https://assets.tillo.io/images/brands/vouchers/330x214/decathlon-de.jpg"
"Sony PSN Spain","ES","gaming","EUR","10; 20; 50; 60; 80; 100; 150; 200; 250","7","12 Months","https://assets.tillo.io/images/brands/vouchers/330x214/sony-psn-es.jpg"
"Inspire Travel France","FR","travel-and-leisure","EUR","10; 25; 50; 100; 250; 500; 1000; 2000; 3000","6","18 Months","https://assets.tillo.io/images/brands/vouchers/330x214/inspire-travel-fr.jpg"
"IKEA Italy","IT","","EUR","25; 50; 100; 250; 500","4","12 Months","https://assets.tillo.io/images/brands/vouchers/330x214/ikea-it.jpg"
"Douglas Germany","DE","beauty","EUR","10; 15; 20; 25; 30; 44; 50; 60; 100","12","5 years","https://assets.tillo.io/images/brands/vouchers/330x214/douglas-de.jpg"
"Dehner Germany","DE","home","EUR","10; 20; 50; 100","5","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/dehner-de.jpg"
"tastecard","GB","food-and-drink","GBP","20","12.5","Activate within 12 months","https://assets.tillo.io/images/brands/vouchers/330x214/tastecard.jpg"
"BASKO Italy","IT","supermarket","EUR","10; 25; 50","1.5","1 year","https://assets.tillo.io/images/brands/vouchers/330x214/basko-it.jpg"
"Outfittery Germany","DE","fashion; jewellery","EUR","15; 25; 50; 100; 150","14","30 months","https://assets.tillo.io/images/brands/vouchers/330x214/outfittery-de.jpg"
"Buono Enilive Digitale Italy","IT","other","EUR","10; 30; 50","0.5","No Expiry","https://assets.tillo.io/images/brands/vouchers/330x214/buono-enilive-digitale-it.jpg"
"Circle K Latvia","LV","cars; food-and-drink; supermarket","EUR","25; 50; 100; 250; 500; 1000","1","24 Months","https://assets.tillo.io/images/brands/vouchers/330x214/circle-k-latvia.jpg"
"Unes Italy","IT","supermarket","EUR","10; 25; 50; 100; 150; 200; 250","3","12 months","https://assets.tillo.io/images/brands/vouchers/330x214/unes-it.jpg"
"Rituals Austria","AT","beauty; home","EUR","10; 25; 50; 100","10","No expiry","https://assets.tillo.io/images/brands/vouchers/330x214/rituals-at.jpg"
"Inspire Travel Spain","ES","travel-and-leisure","EUR","10; 25; 50; 100; 250; 500; 1000; 2000; 3000","6","18 Months","https://assets.tillo.io/images/brands/vouchers/330x214/inspire-travel-es.jpg"
"Italo Italy","IT","travel-and-leisure","EUR","10; 20; 50; 100","3","12 months","https://assets.tillo.io/images/brands/vouchers/330x214/italo-it.jpg"
"GetYourGuide France","FR","travel-and-leisure","EUR","50; 100; 150; 200","6","2 years","https://assets.tillo.io/images/brands/vouchers/330x214/getyourguide-fr.jpg"
"Meet the World Germany","DE","craft; sports; travel-and-leisure","EUR","15; 25; 50","9","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/meet-the-world-de.jpg"
"Volagratis Italy Holiday Gift Card - Flight + Hotel Packages","IT","travel-and-leisure","EUR","10; 25; 50; 100; 250; 500; 1000; 2000","5.5","12 months from activation","https://assets.tillo.io/images/brands/vouchers/330x214/volagratis-holiday-gift-it.jpg"
"Iperal Italy","IT","supermarket","EUR","20; 50; 100","2","6 months","https://assets.tillo.io/images/brands/vouchers/330x214/iperal-it.jpg"
"Lucky Bike Germany","DE","sports","EUR","10; 15; 25; 50; 100; 200","5","32 months","https://assets.tillo.io/images/brands/vouchers/330x214/lucky-bike-de.jpg"
"Keuze Cadeaukaart Europe","NL","baby; beauty; department-store; fashion; food-and-drink","EUR","10; 25; 50; 100; 250; 500","9","2 Years","https://assets.tillo.io/images/brands/vouchers/330x214/keuze-cadeaukaart-eur.jpg"
"Tezenis France","FR","fashion","EUR","20; 30; 50; 100","5.5","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/tezenis-fr.jpg"
"Mango","GB","fashion","GBP","20; 25; 50; 100","3.5","No expiry","https://assets.tillo.io/images/brands/vouchers/330x214/mango.jpg"
"Amorelie Germany","DE","beauty","EUR","10; 15; 20; 25; 30; 35; 40; 44; 45; 50; 60; 75; 100","12","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/amorelie-de.jpg"
"UTravel Italy","IT","travel-and-leisure","EUR","50; 100; 200; 500","7","1 year","https://assets.tillo.io/images/brands/vouchers/330x214/utravel-it.jpg"
"Media Markt Belgium","BE","electronics; home","EUR","50; 100","0.5","12 months","https://assets.tillo.io/images/brands/vouchers/330x214/media-markt-be.jpg"
"Azteco Bitcoin Voucher - On-chain GBP","GB","cryptocurrency","GBP","25; 50; 100; 250; 500","7","30 Days","https://assets.tillo.io/images/brands/vouchers/330x214/azteco-bitcoin-voucher-on-chain-gbp.jpg"
"Rituals Portugal","PT","beauty; home","EUR","10; 25; 50; 100","10","No expiry","https://assets.tillo.io/images/brands/vouchers/330x214/rituals-pt.jpg"
"bol Belgium","BE","department-store","EUR","10; 25; 50; 100","3","36 months","https://assets.tillo.io/images/brands/vouchers/330x214/bol-com-be.jpg"
"Cepsa Spain","ES","other","EUR","10; 25; 50","1","3 months","https://assets.tillo.io/images/brands/vouchers/330x214/cepsa-es.jpg"
"43einhalb.com Germany","DE","fashion; jewellery","EUR","10; 15; 25; 50","10","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/43einhalb-com-de.jpg"
"Spotify Germany","DE","music","EUR","11; 33; 66","7","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/spotify-germany.jpg"
"Superdry","GB","fashion","GBP","10; 25; 50; 100; 250; 500","7","Gift Cards are valid for 24 months from the activation date. Any remaining balance left on the card after 24 months will be removed and the card will become invalid and no longer available for use","https://assets.tillo.io/images/brands/vouchers/330x214/superdry.jpg"
"Magazingutschein Germany","DE","books; music","EUR","25","19","3 years","https://assets.tillo.io/images/brands/vouchers/330x214/magazingutschein-de.jpg"
"Pets Deli Germany","DE","food-and-drink","EUR","15; 25; 50","14","30 months","https://assets.tillo.io/images/brands/vouchers/330x214/pets-deli-de.jpg"
"IXXI Germany","DE","home","EUR","10; 15; 25; 50","19","-","https://assets.tillo.io/images/brands/vouchers/330x214/ixxi-de.jpg"
"Inspire Travel Germany","DE","travel-and-leisure","EUR","10; 25; 50; 100; 250; 500; 1000; 2000; 3000","6","18 months from date of issue (Can be extended if requested via Inspire Customer Service)","https://assets.tillo.io/images/brands/vouchers/330x214/inspire-travel-de.jpg"
"Go Ape","GB","travel-and-leisure","GBP","10; 15; 30; 50; 80","12","1 year","https://assets.tillo.io/images/brands/vouchers/330x214/go-ape.jpg"
"FAO Schwarz Italy","IT","department-store","EUR","25; 50; 100; 200","7","1 year","https://assets.tillo.io/images/brands/vouchers/330x214/fao-schwarz-it.jpg"
